date,open,high,low,close,volume,SMA_20,EMA_20,WMA,RSI_14,Stoch_%K,Stoch_%D,BB_upper,BB_mid,BB_lower,ATR_14,OBV,CMF_20,MACD,MACD_signal,MACD_diff,ADX_14,Vortex_14+,Vortex_14-,CCI_20,Williams_%R_14,Ichimoku_Conversion,Ichimoku_Base,KAMA_10,ROC_10,Ultimate_Osc
2024-01-02,598.4,599.0,597.7,598.65,116370,,598.65,,,,,,,,0.0,116370,,,,,0.0,,,,,,,,,
2024-01-03,595.6,603.75,595.6,604.0,1945771,,599.1595238095238,,,,,,,,0.0,2062141,,,,,0.0,,,,,,,,,
2024-01-04,605.8,605.8,601.25,601.15,1193768,,599.3490929705215,,,,,,,,0.0,868373,,,,,0.0,,,,,,,,,
2024-01-05,602.6,605.35,599.6,604.05,1964815,,599.7967984019004,,,,,,,,0.0,2833188,,,,,0.0,,,,,,,,,
2024-01-06,602.3,606.85,603.95,606.45,174981,,600.4304366493385,,,,,,,,0.0,3008169,,,,,0.0,,,,,,,,,
2024-01-07,603.4,607.75,606.0,605.75,180505,,600.9370617303539,,,,,,,,0.0,2827664,,,,,0.0,,,,,,,,,
2024-01-08,605.15,606.2,601.0,602.3,1806126,,601.0668653750821,,,,,,,,0.0,1021538,,,,,0.0,,,,,,,,,
2024-01-09,603.15,603.15,598.35,600.55,3249471,,601.0176401012648,,,,,,,,0.0,-2227933,,,,,0.0,,,,,,,,,
2024-01-10,598.1,601.95,598.1,601.0,5087676,,601.0159600916205,,,,,,,,0.0,2859743,,,,,0.0,,,,,601.675,,,,
2024-01-11,574.05,581.85,571.95,579.6,9771283,,598.9763448447995,,,,,,,,0.0,-6911540,,,,,0.0,,,,,589.85,,579.6,,
2024-01-12,584.0,589.75,582.2,584.2,5405464,,597.5690739071996,,,,,,,,0.0,-1506076,,,,,0.0,,,,,589.85,,579.8974487650164,-2.413764303015106,
2024-01-13,586.55,586.45,584.6,586.4,83860,,596.5053525827044,,,,,,,,0.0,-1422216,,,,,0.0,,,,,589.85,,580.5333145350459,-2.9139072847682157,
2024-01-14,583.0,587.8,586.2,587.5,73150,,595.6476999557801,,,,,,,,0.0,-1349066,,,,,0.0,,,,,589.85,,581.0234106233038,-2.2706479248107754,
2024-01-15,585.0,587.0,580.0,581.4,2573506,,594.2907761504678,591.9871428571428,30.407266070943948,26.39664804469258,,,,,6.342857142857123,-3922572,,,,,0.0,,,,-73.60335195530742,589.85,,581.0759270324459,-3.749689595232179,
2024-01-16,582.75,582.75,578.25,578.4,1580870,,592.7773688980423,589.65,28.056447023433563,18.016759776536144,,,,,6.2112244897959,-5503442,,,,,0.0,0.895652173913043,0.9380434782608702,,-81.98324022346385,589.075,,580.5532572024015,-4.625278258718784,
2024-01-17,578.05,580.15,571.3,574.75,3911748,,591.0604766220382,587.0190476190476,25.475814330963388,9.465020576131801,17.959476132453506,,,,6.39970845481048,-9415190,,,,,0.0,0.8441208198489744,1.01779935275081,,-90.5349794238682,587.2249999999999,,579.3473403177121,-5.117622781675609,
2024-01-18,575.8,578.05,572.1,573.95,2081619,,589.4309074199393,584.5600000000001,24.934467710757517,7.270233196159363,11.584004516275769,,,,6.367586422324012,-11496809,,,,,0.0,0.7948990435706695,1.061636556854411,,-92.72976680384063,586.625,,578.2859649993524,-4.706956666113218,
2024-01-19,573.95,577.1,570.85,574.95,2645181,,588.0517733799451,582.4933333333333,27.022003768359113,11.11111111111118,9.282121627800782,,,,6.359187392158011,-8851628,,,,,0.0,0.8002114164904861,1.0665961945031721,,-88.88888888888881,580.3,,577.7183689503642,-4.262759137457316,
2024-01-20,572.7,577.4,575.4,576.6,61613,,586.9611282961408,580.9238095238095,30.45842630925398,15.582655826558275,11.32133337794294,,,,6.079959721289577,-8790015,,,,,0.0,0.7966011683483799,1.0748805098247498,,-84.41734417344172,580.3,,577.5505015858307,-4.0599001663893475,
2024-01-21,573.55,577.6,576.1,577.5,56033,589.9575,586.0600684584132,579.7585714285715,32.330197598011665,18.811881188118736,15.168549375262733,614.1102488083654,589.9575,565.8047511916345,5.752819741197464,-8733982,0.05407536819806915,,,,0.0,0.7816826411075619,1.0825346112886063,-76.2182845821876,-81.18811881188127,579.325,,577.5498325778176,-0.36231884057971403,
2024-01-22,575.2,579.35,575.2,577.95,1873302,588.9225,585.2876809861833,578.9223809523809,33.296935490582726,21.981424148606912,18.791987054427974,613.2698710079753,588.9225,564.5751289920247,5.638332616826214,-6860680,0.06415113254201135,,,,0.0,0.8233710285406578,1.0479267635972016,-67.52745621846195,-78.01857585139308,579.325,,577.5738559392178,-1.0698390961999313,
2024-01-23,578.95,580.25,576.7,579.9,1421415,587.7175,584.7745685113088,578.5780952380951,37.46598387658843,29.099678456591473,23.29766126443904,611.3353168974187,587.7175,564.0996831025813,5.489166001338624,-5439265,0.04445111854493955,,,,0.0,0.8662663755458523,1.005458515283844,-54.51641160406053,-70.90032154340852,578.925,,577.7245387329475,-1.1084583901773535,
2024-01-24,580.35,581.75,573.15,575.75,1844368,586.4475,583.915085795946,577.8771428571429,32.77152093650602,25.92592592592584,25.669009510374746,609.769324006711,586.4475,563.125675993289,5.711368429814438,-7283633,0.05509855078334131,,,,0.0,0.8386092371562013,0.9771665801764419,-63.11990808153106,-74.07407407407416,576.8,,577.4633774077325,-2.0,
2024-01-25,573.85,575.75,572.95,574.65,1874962,584.9775,583.0326966725225,577.27,31.639869375813205,20.10582010581989,25.04380816277907,607.3634436924156,584.9775,562.5915563075844,5.503413541970546,-9158595,0.04046370529310092,,,,0.0,0.9579172610556356,1.0406562054208295,-74.80088001035386,-79.89417989418011,576.3,,577.238927565155,-1.1609907120743035,
2024-01-26,577.0,577.4,572.95,573.9,1547572,583.35,582.1629160370442,576.61,30.857467872537953,17.994100294985056,21.341948775576927,603.9136572622675,583.35,562.7863427377325,5.4281697175440735,-10706167,0.01778032572629799,,,,0.0,0.8354037267080751,1.1708074534161519,-68.93381145656848,-82.00589970501494,576.3,,577.0626968517365,-0.7780082987551867,
2024-01-27,576.2,575.5,574.35,575.0,67104,581.8125,581.4807335573257,576.1947619047619,33.45652932372904,24.483775811209405,20.861232070671452,599.8956655138144,581.8125,563.7293344861856,5.1547290234337835,-10639063,0.022945486334725783,-5.6965137413387765,,,0.0,0.8172549019607837,1.1498039215686293,-64.58987399452577,-75.5162241887906,576.3,589.3,577.0509746707722,0.04349717268377556,
